LEVEL;PLACE;TYPE;CHAPTERéCODE;BLOCKéCODE;CODEéW;CODE;CODEéWITHOUTéDOT;TITLE;M1;M2;M3;M4;M
4;T;X;13;M95;M96.5;M96.5;M965;Después de la radiación escoliosis;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M96.6;M96.6;M966;Fractura ósea después de la inserción de implantes ortopédicos, prótesis articular o placa ósea;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M96.8;M96.8;M968;Otros trastornos musculoesqueléticos después del procedimiento;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M96.9;M96.9;M969;Trastornos musculoesqueléticos después del procedimiento, sin especificar;210;4-044;3-059;2-072;1-083
3;N;X;13;M95;M99.-;M99;M99;Lesiones biomecánicas, no clasificadas en otra parte;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M99.0;M99.0;M990;Segmentaria y la disfunción somática;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M99.1;M99.1;M991;Subluxación complejo (vertebral);210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M99.2;M99.2;M992;Subluxación de la estenosis del canal neural;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M99.3;M99.3;M993;Estenosis ósea del canal neural;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M99.4;M99.4;M994;Estenosis del tejido conectivo del canal neural;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M99.5;M99.5;M995;Estenosis del disco intervertebral del canal neural;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M99.6;M99.6;M996;Estenosis ósea y subluxación de los agujeros intervertebrales;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M99.7;M99.7;M997;Tejido conectivo y la estenosis de disco de agujero intervertebral;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M99.8;M99.8;M998;Otras lesiones biomecánicas;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M99.9;M99.9;M999;Lesión biomecánica, no especificada;210;4-044;3-059;2-072;1-083
3;N;X;14;N00;N00.-;N00;N00;El síndrome nefrítico agudo;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N00.0;N00.0;N000;Síndrome nefrítico agudo: Menor anormalidad glomerular;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N00.1;N00.1;N001;Síndrome nefrítico agudo: las lesiones glomerulares focales y segmentarias;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N00.2;N00.2;N002;Síndrome nefrítico agudo: glomerulonefritis membranosa difusa;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N00.3;N00.3;N003;Síndrome nefrítico agudo: la glomerulonefritis proliferativa difusa mesangial;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N00.4;N00.4;N004;Síndrome nefrítico agudo: la glomerulonefritis proliferativa difusa endocapilar;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N00.5;N00.5;N005;Síndrome nefrítico agudo: glomerulonefritis difusa mesangiocapilar;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N00.6;N00.6;N006;Síndrome nefrítico agudo: enfermedad de depósitos densos;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N00.7;N00.7;N007;Síndrome nefrítico agudo: la glomerulonefritis semilunar difusa;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N00.8;N00.8;N008;Síndrome nefrítico agudo: Otros;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N00.9;N00.9;N009;Síndrome nefrítico agudo: Sin especificar;211;4-044;3-036;2-065;1-085
3;N;X;14;N00;N01.-;N01;N01;El síndrome nefrítico rápidamente progresivo;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N01.0;N01.0;N010;El síndrome nefrítico rápidamente progresivo: Menor anormalidad glomerular;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N01.1;N01.1;N011;El síndrome nefrítico rápidamente progresivo: las lesiones glomerulares focales y segmentarias;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N01.2;N01.2;N012;El síndrome nefrítico rápidamente progresivo: glomerulonefritis membranosa difusa;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N01.3;N01.3;N013;El síndrome nefrítico rápidamente progresivo: la glomerulonefritis proliferativa difusa mesangial;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N01.4;N01.4;N014;El síndrome nefrítico rápidamente progresivo: la glomerulonefritis proliferativa difusa endocapilar;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N01.5;N01.5;N015;El síndrome nefrítico rápidamente progresivo: glomerulonefritis difusa mesangiocapilar;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N01.6;N01.6;N016;El síndrome nefrítico rápidamente progresiva: enfermedad de depósitos densos;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N01.7;N01.7;N017;El síndrome nefrítico rápidamente progresivo: la glomerulonefritis semilunar difusa;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N01.8;N01.8;N018;El síndrome nefrítico rápidamente progresivo: Otros;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N01.9;N01.9;N019;El síndrome nefrítico rápidamente progresivo: Sin especificar;211;4-044;3-036;2-065;1-085
3;N;X;14;N00;N02.-;N02;N02;Hematuria recurrente y persistente;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N02.0;N02.0;N020;Hematuria recurrente y persistente: Menor anormalidad glomerular;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N02.1;N02.1;N021;Hematuria recurrente y persistente: las lesiones glomerulares focales y segmentarias;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N02.2;N02.2;N022;Hematuria recurrente y persistente: glomerulonefritis membranosa difusa;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N02.3;N02.3;N023;Hematuria recurrente y persistente: la glomerulonefritis proliferativa difusa mesangial;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N02.4;N02.4;N024;Hematuria recurrente y persistente: la glomerulonefritis proliferativa difusa endocapilar;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N02.5;N02.5;N025;Hematuria recurrente y persistente: la glomerulonefritis difusa mesangiocapilar;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N02.6;N02.6;N026;Hematuria recurrente y persistente: enfermedad de depósitos densos;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N02.7;N02.7;N027;Hematuria recurrente y persistente: la glomerulonefritis semilunar difusa;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N02.8;N02.8;N028;Hematuria recurrente y persistente: Otros;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N02.9;N02.9;N029;Hematuria recurrente y persistente: Sin especificar;212;4-044;3-036;2-065;1-085
3;N;X;14;N00;N03.-;N03;N03;El síndrome nefrítico crónico;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N03.0;N03.0;N030;El síndrome nefrítico crónico: Menor anormalidad glomerular;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N03.1;N03.1;N031;El síndrome nefrítico crónico: lesiones glomerulares focales y segmentarias;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N03.2;N03.2;N032;El síndrome nefrítico crónico: glomerulonefritis membranosa difusa;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N03.3;N03.3;N033;El síndrome nefrítico crónico: la glomerulonefritis proliferativa difusa mesangial;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N03.4;N03.4;N034;El síndrome nefrítico crónico: la glomerulonefritis proliferativa difusa endocapilar;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N03.5;N03.5;N035;El síndrome nefrítico crónico: glomerulonefritis difusa mesangiocapilar;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N03.6;N03.6;N036;El síndrome nefrítico crónico: enfermedad de depósitos densos;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N03.7;N03.7;N037;El síndrome nefrítico crónico: la glomerulonefritis semilunar difusa;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N03.8;N03.8;N038;El síndrome nefrítico crónico: Otros;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N03.9;N03.9;N039;El síndrome nefrítico crónico: Sin especificar;212;4-044;3-036;2-065;1-085
3;N;X;14;N00;N04.-;N04;N04;El síndrome nefrótico;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N04.0;N04.0;N040;Síndrome nefrótico: Menor anormalidad glomerular;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N04.1;N04.1;N041;Síndrome nefrótico: lesiones glomerulares focales y segmentarias;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N04.2;N04.2;N042;Síndrome nefrótico: glomerulonefritis membranosa difusa;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N04.3;N04.3;N043;Síndrome nefrótico: glomerulonefritis proliferativa difusa mesangial;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N04.4;N04.4;N044;Síndrome nefrótico: glomerulonefritis proliferativa difusa endocapilar;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N04.5;N04.5;N045;Síndrome nefrótico: glomerulonefritis difusa mesangiocapilar;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N04.6;N04.6;N046;Síndrome nefrótico: enfermedad de depósitos densos;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N04.7;N04.7;N047;Síndrome nefrótico: la glomerulonefritis semilunar difusa;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N04.8;N04.8;N048;Síndrome nefrótico: Otros;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N04.9;N04.9;N049;Síndrome nefrótico: Sin especificar;212;4-044;3-036;2-065;1-085
3;N;X;14;N00;N05.-;N05;N05;El síndrome nefrítico no especificado;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N05.0;N05.0;N050;El síndrome nefrítico no especificado: Menor anormalidad glomerular;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N05.1;N05.1;N051;El síndrome nefrítico no especificado: lesiones glomerulares focales y segmentarias;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N05.2;N05.2;N052;El síndrome nefrítico no especificado: glomerulonefritis membranosa difusa;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N05.3;N05.3;N053;El síndrome nefrítico no especificado: glomerulonefritis proliferativa difusa mesangial;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N05.4;N05.4;N054;El síndrome nefrítico no especificado: glomerulonefritis proliferativa difusa endocapilar;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N05.5;N05.5;N055;El síndrome nefrítico no especificado: glomerulonefritis difusa mesangiocapilar;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N05.6;N05.6;N056;El síndrome nefrítico no especificado: enfermedad de depósitos densos;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N05.7;N05.7;N057;El síndrome nefrítico no especificado: la glomerulonefritis semilunar difusa;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N05.8;N05.8;N058;El síndrome nefrítico no especificado: Otros;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N05.9;N05.9;N059;El síndrome nefrítico no especificado: Sin especificar;212;4-044;3-036;2-065;1-085
3;N;X;14;N00;N06.-;N06;N06;Proteinuria aislada con lesión morfológica especificada;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N06.0;N06.0;N060;Proteinuria aislada con lesión morfológica especificada: Menor anormalidad glomerular;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N06.1;N06.1;N061;Proteinuria aislada con lesión morfológica especificada: lesiones glomerulares focales y segmentarias;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N06.2;N06.2;N062;Proteinuria aislada con lesión morfológica especificada: glomerulonefritis membranosa difusa;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N06.3;N06.3;N063;Proteinuria aislada con lesión morfológica especificada: glomerulonefritis proliferativa difusa mesangial;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N06.4;N06.4;N064;Proteinuria aislada con lesión morfológica especificada: glomerulonefritis proliferativa difusa endocapilar;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N06.5;N06.5;N065;Proteinuria aislada con lesión morfológica especificada: glomerulonefritis difusa mesangiocapilar;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N06.6;N06.6;N066;Proteinuria aislada con lesión morfológica especificada: enfermedad de depósitos densos;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N06.7;N06.7;N067;Proteinuria aislada con lesión morfológica especificada: la glomerulonefritis semilunar difusa;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N06.8;N06.8;N068;Proteinuria aislada con lesión morfológica especificada: Otros;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N06.9;N06.9;N069;Proteinuria aislada con lesión morfológica especificada: Sin especificar;212;4-044;3-036;2-065;1-085
3;N;X;14;N00;N07.-;N07;N07;Nefropatía hereditaria, no clasificados en otra parte;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N07.0;N07.0;N070;Nefropatía hereditaria, no clasificados en otra parte: menor anomalía glomerular;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N07.1;N07.1;N071;Nefropatía hereditaria, no clasificados en otra parte: las lesiones glomerulares focales y segmentarias;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N07.2;N07.2;N072;Nefropatía hereditaria, no clasificados en otra parte: glomerulonefritis membranosa difusa;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N07.3;N07.3;N073;Nefropatía hereditaria, no clasificados en otra parte: la glomerulonefritis proliferativa difusa mesangial;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N07.4;N07.4;N074;Nefropatía hereditaria, no clasificados en otra parte: la glomerulonefritis proliferativa difusa endocapilar;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N07.5;N07.5;N075;Nefropatía hereditaria, no clasificados en otra parte: glomerulonefritis difusa mesangiocapilar;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N07.6;N07.6;N076;Nefropatía hereditaria, no clasificados en otra parte: enfermedad de depósitos densos;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N07.7;N07.7;N077;Nefropatía hereditaria, no clasificados en otra parte: la glomerulonefritis semilunar difusa;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N07.8;N07.8;N078;Nefropatía hereditaria, no clasificados en otra parte: Otros;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N07.9;N07.9;N079;Nefropatía hereditaria, no clasificados en otra parte: Sin especificar;212;4-044;3-036;2-065;1-085
3;N;X;14;N00;N08.-*;N08;N08;Trastornos glomerulares en enfermedades clasificadas en otra parte;212;4-044;3-036;2-065;1-085
4;T;X;14;N00;N08.0*;N08.0;N080;Trastornos glomerulares en enfermedades infecciosas y parasitarias clasificadas en otra parte;212;4-044;3-036;2-065;1-085
4;T;X;14;N00;N08.1*;N08.1;N081;Trastornos glomerular en las enfermedades neoplásicas;212;4-044;3-036;2-065;1-085
4;T;X;14;N00;N08.2*;N08.2;N082;Trastornos glomerulares en enfermedades de la sangre y los trastornos relacionados con el mecanismo de la inmunidad;212;4-044;3-036;2-065;1-085
4;T;X;14;N00;N08.3*;N08.3;N083;Trastornos glomerular en la diabetes mellitus;212;4-044;3-036;2-065;1-085
4;T;X;14;N00;N08.4*;N08.4;N084;Glomerular en los trastornos endocrinos, enfermedades nutricionales y metabólicas;212;4-044;3-036;2-065;1-085
4;T;X;14;N00;N08.5*;N08.5;N085;Trastornos glomerulares en enfermedades sistémicas del tejido conectivo;212;4-044;3-036;2-065;1-085
4;T;X;14;N00;N08.8*;N08.8;N088;Trastornos glomerulares en otras enfermedades clasificadas en otra parte;212;4-044;3-036;2-065;1-085
3;T;X;14;N10;N10;N10;N10;Aguda nefritis túbulo-intersticial;213;4-044;3-036;2-065;1-085
3;N;X;14;N10;N11.-;N11;N11;Crónica nefritis túbulo-intersticial;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N11.0;N11.0;N110;Obstructiva asociados con reflujo pielonefritis crónica;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N11.1;N11.1;N111;Pielonefritis obstructiva crónica;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N11.8;N11.8;N118;Otras crónicas nefritis túbulo-intersticial;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N11.9;N11.9;N119;Crónica nefritis túbulo-intersticial, no especificada;213;4-044;3-036;2-065;1-085
3;T;X;14;N10;N12;N12;N12;Nefritis túbulo-intersticial, no especificada como aguda o crónica;213;4-044;3-036;2-065;1-085
3;N;X;14;N10;N13.-;N13;N13;Uropatía obstructiva y reflujo;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N13.0;N13.0;N130;Hidronefrosis con obstrucción pieloureteral;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N13.1;N13.1;N131;Hidronefrosis con estrechez ureteral, no clasificados en otra parte;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N13.2;N13.2;N132;Hidronefrosis con obstrucción litiásica renal y ureteral;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N13.3;N13.3;N133;Hidronefrosis y otros no especificados;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N13.4;N13.4;N134;Hidrouréter;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N13.5;N13.5;N135;Acodamiento y estenosis de uréter sin hidronefrosis;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N13.6;N13.6;N136;Pionefrosis;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N13.7;N13.7;N137;Vesicoureteral-asociados con reflujo Uropatía;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N13.8;N13.8;N138;Obstructiva y otros uropatía por reflujo;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N13.9;N13.9;N139;Uropatía obstructiva y reflujo, sin especificar;213;4-044;3-036;2-065;1-085
3;N;X;14;N10;N14.-;N14;N14;De drogas y de metales pesados ééinducida túbulo-intersticial y tubular condiciones;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N14.0;N14.0;N140;La nefropatía por analgésicos;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N14.1;N14.1;N141;Nefropatía inducida por otras drogas, medicamentos y sustancias biológicas;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N14.2;N14.2;N142;Nefropatía inducida por drogas no especificadas, medicamento o sustancia biológica;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N14.3;N14.3;N143;Nefropatía inducida por metales pesados;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N14.4;N14.4;N144;Nefropatía tóxica, no clasificados en otra parte;213;4-044;3-036;2-065;1-085
3;N;X;14;N10;N15.-;N15;N15;Otros renal túbulo-intersticial enfermedades;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N15.0;N15.0;N150;Balcanes nefropatía;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N15.1;N15.1;N151;Absceso renal y perirrenal;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N15.8;N15.8;N158;Otros especificados renal túbulo-intersticial enfermedades;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N15.9;N15.9;N159;Renal túbulo-intersticial enfermedad, no especificada;213;4-044;3-036;2-065;1-085
3;N;X;14;N10;N16.-*;N16;N16;Renal túbulo-intersticial trastornos en enfermedades clasificadas en otra parte;213;4-044;3-036;UNDEF;UNDEF
4;T;X;14;N10;N16.0*;N16.0;N160;Renal túbulo-intersticial trastornos en enfermedades infecciosas y parasitarias clasificadas en otra parte;213;4-044;3-036;UNDEF;UNDEF
4;T;X;14;N10;N16.1*;N16.1;N161;Renal túbulo-intersticial alteraciones en las enfermedades neoplásicas;213;4-044;3-036;UNDEF;UNDEF
4;T;X;14;N10;N16.2*;N16.2;N162;Renal túbulo-intersticial trastornos en enfermedades de la sangre y los trastornos relacionados con el mecanismo de la inmunidad;213;4-044;3-036;UNDEF;UNDEF
4;T;X;14;N10;N16.3*;N16.3;N163;Renal túbulo-intersticial trastornos en enfermedades metabólicas;213;4-044;3-036;UNDEF;UNDEF
4;T;X;14;N10;N16.4*;N16.4;N164;Renal túbulo-intersticial alteraciones en enfermedades sistémicas del tejido conectivo;213;4-044;3-036;UNDEF;UNDEF
4;T;X;14;N10;N16.5*;N16.5;N165;Renal túbulo-intersticial trastornos en el rechazo de trasplantes;213;4-044;3-036;UNDEF;UNDEF
4;T;X;14;N10;N16.8*;N16.8;N168;Renal túbulo-intersticial trastornos en otras enfermedades clasificadas en otra parte;213;4-044;3-036;UNDEF;UNDEF
3;N;X;14;N17;N17.-;N17;N17;La insuficiencia renal aguda;214;4-044;3-036;2-072;1-086
4;T;X;14;N17;N17.0;N17.0;N170;La insuficiencia renal aguda con necrosis tubular;214;4-044;3-036;2-072;1-086
4;T;X;14;N17;N17.1;N17.1;N171;La insuficiencia renal aguda con necrosis cortical aguda;214;4-044;3-036;2-072;1-086
4;T;X;14;N17;N17.2;N17.2;N172;La insuficiencia renal aguda con necrosis medular;214;4-044;3-036;2-072;1-086
4;T;X;14;N17;N17.8;N17.8;N178;Otros insuficiencia renal aguda;214;4-044;3-036;2-072;1-086
4;T;X;14;N17;N17.9;N17.9;N179;La insuficiencia renal aguda, no especificada;214;4-044;3-036;2-072;1-086
3;N;X;14;N17;N18.-;N18;N18;La enfermedad renal crónica;214;4-044;3-036;2-072;1-086
4;T;X;14;N17;N18.1;N18.1;N181;La enfermedad renal crónica, la fase 1;214;4-044;3-036;2-072;1-086
4;T;X;14;N17;N18.2;N18.2;N182;La enfermedad renal crónica, la fase 2;214;4-044;3-036;2-072;1-086
4;T;X;14;N17;N18.3;N18.3;N183;La enfermedad renal crónica, la fase 3;214;4-044;3-036;2-072;1-086
4;T;X;14;N17;N18.4;N18.4;N184;La enfermedad renal crónica, la fase 4;214;4-044;3-036;2-072;1-086
4;T;X;14;N17;N18.5;N18.5;N185;La enfermedad renal crónica, la fase 5;;;;;
4;T;X;14;N17;N18.9;N18.9;N189;La enfermedad renal crónica, no especificada;214;4-044;3-036;2-072;1-086
3;T;X;14;N17;N19;N19;N19;Insuficiencia renal no especificada;214;4-044;3-036;2-072;1-086
3;N;X;14;N20;N20.-;N20;N20;Cálculo del ri–ón y del uréter;215;4-044;3-036;2-072;1-086
4;T;X;14;N20;N20.0;N20.0;N200;Cálculo de ri–ón;215;4-044;3-036;2-072;1-086
4;T;X;14;N20;N20.1;N20.1;N201;Cálculo de uréter;215;4-044;3-036;2-072;1-086
4;T;X;14;N20;N20.2;N20.2;N202;Cálculo de ri–ón con cálculo del uréter;215;4-044;3-036;2-072;1-086
4;T;X;14;N20;N20.9;N20.9;N209;Cálculos urinarios, sin especificar;215;4-044;3-036;2-072;1-086
3;N;X;14;N20;N21.-;N21;N21;Cálculo de las vías urinarias inferiores;215;4-044;3-036;2-072;1-086
4;T;X;14;N20;N21.0;N21.0;N210;Cálculo en la vejiga;215;4-044;3-036;2-072;1-086
4;T;X;14;N20;N21.1;N21.1;N211;Cálculo en la uretra;215;4-044;3-036;2-072;1-086
4;T;X;14;N20;N21.8;N21.8;N218;Otros cálculos del tracto urinario inferior;215;4-044;3-036;2-072;1-086
4;T;X;14;N20;N21.9;N21.9;N219;Cálculo de las vías urinarias inferiores, no especificada;215;4-044;3-036;2-072;1-086
3;N;X;14;N20;N22.-*;N22;N22;Cálculo de las vías urinarias en enfermedades clasificadas en otra parte;215;4-044;3-036;2-072;1-086
4;T;X;14;N20;N22.0*;N22.0;N220;Cálculos urinarios en la esquistosomiasis [bilharziasis];215;4-044;3-036;2-072;1-086
4;T;X;14;N20;N22.8*;N22.8;N228;Cálculo de las vías urinarias en otras enfermedades clasificadas en otra parte;215;4-044;3-036;2-072;1-086
3;T;X;14;N20;N23;N23;N23;Cólico renal no especificado;215;4-044;3-036;2-072;1-086
3;N;X;14;N25;N25.-;N25;N25;Trastornos derivados de alteraciones de la función tubular renal;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N25.0;N25.0;N250;Osteodistrofia renal;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N25.1;N25.1;N251;Diabetes insípida nefrogénica;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N25.8;N25.8;N258;Otros trastornos derivados de alteraciones de la función tubular renal;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N25.9;N25.9;N259;Trastorno como resultado de alteraciones de la función tubular renal, sin especificar;217;4-044;3-036;2-072;1-086
3;T;X;14;N25;N26;N26;N26;Renal no especificada contratados;217;4-044;3-036;2-072;1-086
3;N;X;14;N25;N27.-;N27;N27;Ri–ón peque–o de causa desconocida;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N27.0;N27.0;N270;Ri–ón peque–o unilateral;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N27.1;N27.1;N271;Renales peque–os, bilateral;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N27.9;N27.9;N279;Ri–ón peque–o, no especificada;217;4-044;3-036;2-072;1-086
3;N;X;14;N25;N28.-;N28;N28;Otros trastornos del ri–ón y del uréter, no clasificados en otra parte;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N28.0;N28.0;N280;Isquemia y el infarto de ri–ón;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N28.1;N28.1;N281;Quiste de ri–ón, adquirido;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N28.8;N28.8;N288;Otros trastornos especificados del ri–ón y del uréter;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N28.9;N28.9;N289;Trastorno del ri–ón y del uréter, no especificado;217;4-044;3-036;2-072;1-086
3;N;X;14;N25;N29.-*;N29;N29;Otros trastornos del ri–ón y del uréter en enfermedades clasificadas en otra parte;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N29.0*;N29.0;N290;La sífilis tardía de los ri–ones;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N29.1*;N29.1;N291;Otros trastornos del ri–ón y del uréter en enfermedades infecciosas y parasitarias clasificadas en otra parte;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N29.8*;N29.8;N298;Otros trastornos del ri–ón y del uréter en otras enfermedades clasificadas en otra parte;217;4-044;3-036;2-072;1-086
3;N;X;14;N30;N30.-;N30;N30;Cistitis;216;4-044;3-036;2-072;1-086
4;T;X;14;N30;N30.0;N30.0;N300;La cistitis aguda;216;4-044;3-036;2-072;1-086
4;T;X;14;N30;N30.1;N30.1;N301;La cistitis intersticial (crónica);216;4-044;3-036;2-072;1-086
4;T;X;14;N30;N30.2;N30.2;N302;La cistitis crónica;216;4-044;3-036;2-072;1-086
4;T;X;14;N30;N30.3;N30.3;N303;Trigonitis;216;4-044;3-036;2-072;1-086
4;T;X;14;N30;N30.4;N30.4;N304;Irradiación cistitis;216;4-044;3-036;2-072;1-086
4;T;X;14;N30;N30.8;N30.8;N308;Cistitis otros;216;4-044;3-036;2-072;1-086
4;T;X;14;N30;N30.9;N30.9;N309;Cistitis, no especificada;216;4-044;3-036;2-072;1-086
3;N;X;14;N30;N31.-;N31;N31;La disfunción neuromuscular de la vejiga, no clasificados en otra parte;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N31.0;N31.0;N310;Vejiga neuropática sin inhibiciones, no clasificados en otra parte;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N31.1;N31.1;N311;Vejiga neuropática reflejo no clasificados en otra parte;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N31.2;N31.2;N312;Vejiga neuropática flácida, no clasificados en otra parte;217;4-044;3-036;2-072;1-086
