LEVEL;PLACE;TYPE;CHAPTER_CODE;BLOCK_CODE;CODE_W;CODE;CODE_WITHOUT_DOT;TITLE;M1;M2;M3;M4;M
4;T;X;13;M60;M62.2;M62.2;M622;Ischaemic infarction of muscle;207;4-044;3-059;2-072;1-083
4;T;X;13;M60;M62.3;M62.3;M623;Immobility syndrome (paraplegic);207;4-044;3-059;2-072;1-083
4;T;X;13;M60;M62.4;M62.4;M624;Contracture of muscle;207;4-044;3-059;2-072;1-083
4;T;X;13;M60;M62.5;M62.5;M625;Muscle wasting and atrophy, not elsewhere classified;207;4-044;3-059;2-072;1-083
4;T;X;13;M60;M62.6;M62.6;M626;Muscle strain;207;4-044;3-059;2-072;1-083
4;T;X;13;M60;M62.8;M62.8;M628;Other specified disorders of muscle;207;4-044;3-059;2-072;1-083
4;T;X;13;M60;M62.9;M62.9;M629;Disorder of muscle, unspecified;207;4-044;3-059;2-072;1-083
3;N;X;13;M60;M63.-*;M63;M63;Disorders of muscle in diseases classified elsewhere;207;4-044;3-059;2-072;1-083
4;T;X;13;M60;M63.0*;M63.0;M630;Myositis in bacterial diseases classified elsewhere;207;4-044;3-059;2-072;1-083
4;T;X;13;M60;M63.1*;M63.1;M631;Myositis in protozoal and parasitic infections classified elsewhere;207;4-044;3-059;2-072;1-083
4;T;X;13;M60;M63.2*;M63.2;M632;Myositis in other infectious diseases classified elsewhere;207;4-044;3-059;2-072;1-083
4;T;X;13;M60;M63.3*;M63.3;M633;Myositis in sarcoidosis;207;4-044;3-059;2-072;1-083
4;T;X;13;M60;M63.8*;M63.8;M638;Other disorders of muscle in diseases classified elsewhere;207;4-044;3-059;2-072;1-083
3;N;X;13;M65;M65.-;M65;M65;Synovitis and tenosynovitis;207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M65.0;M65.0;M650;Abscess of tendon sheath;207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M65.1;M65.1;M651;Other infective (teno)synovitis;207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M65.2;M65.2;M652;Calcific tendinitis;207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M65.3;M65.3;M653;Trigger finger;207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M65.4;M65.4;M654;Radial styloid tenosynovitis [de Quervain];207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M65.8;M65.8;M658;Other synovitis and tenosynovitis;207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M65.9;M65.9;M659;Synovitis and tenosynovitis, unspecified;207;4-044;3-059;2-072;1-083
3;N;X;13;M65;M66.-;M66;M66;Spontaneous rupture of synovium and tendon;207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M66.0;M66.0;M660;Rupture of popliteal cyst;207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M66.1;M66.1;M661;Rupture of synovium;207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M66.2;M66.2;M662;Spontaneous rupture of extensor tendons;207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M66.3;M66.3;M663;Spontaneous rupture of flexor tendons;207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M66.4;M66.4;M664;Spontaneous rupture of other tendons;207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M66.5;M66.5;M665;Spontaneous rupture of unspecified tendon;207;4-044;3-059;2-072;1-083
3;N;X;13;M65;M67.-;M67;M67;Other disorders of synovium and tendon;207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M67.0;M67.0;M670;Short Achilles tendon (acquired);207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M67.1;M67.1;M671;Other contracture of tendon (sheath);207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M67.2;M67.2;M672;Synovial hypertrophy, not elsewhere classified;207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M67.3;M67.3;M673;Transient synovitis;207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M67.4;M67.4;M674;Ganglion;207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M67.8;M67.8;M678;Other specified disorders of synovium and tendon;207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M67.9;M67.9;M679;Disorder of synovium and tendon, unspecified;207;4-044;3-059;2-072;1-083
3;N;X;13;M65;M68.-*;M68;M68;Disorders of synovium and tendon in diseases classified elsewhere;207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M68.0*;M68.0;M680;Synovitis and tenosynovitis in bacterial diseases classified elsewhere;207;4-044;3-059;2-072;1-083
4;T;X;13;M65;M68.8*;M68.8;M688;Other disorders of synovium and tendon in diseases classified elsewhere;207;4-044;3-059;2-072;1-083
3;N;X;13;M70;M70.-;M70;M70;Soft tissue disorders related to use, overuse and pressure;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M70.0;M70.0;M700;Chronic crepitant synovitis of hand and wrist;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M70.1;M70.1;M701;Bursitis of hand;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M70.2;M70.2;M702;Olecranon bursitis;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M70.3;M70.3;M703;Other bursitis of elbow;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M70.4;M70.4;M704;Prepatellar bursitis;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M70.5;M70.5;M705;Other bursitis of knee;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M70.6;M70.6;M706;Trochanteric bursitis;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M70.7;M70.7;M707;Other bursitis of hip;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M70.8;M70.8;M708;Other soft tissue disorders related to use, overuse and pressure;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M70.9;M70.9;M709;Unspecified soft tissue disorder related to use, overuse and pressure;207;4-044;3-059;2-072;1-083
3;N;X;13;M70;M71.-;M71;M71;Other bursopathies;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M71.0;M71.0;M710;Abscess of bursa;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M71.1;M71.1;M711;Other infective bursitis;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M71.2;M71.2;M712;Synovial cyst of popliteal space [Baker];207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M71.3;M71.3;M713;Other bursal cyst;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M71.4;M71.4;M714;Calcium deposit in bursa;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M71.5;M71.5;M715;Other bursitis, not elsewhere classified;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M71.8;M71.8;M718;Other specified bursopathies;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M71.9;M71.9;M719;Bursopathy, unspecified;207;4-044;3-059;2-072;1-083
3;N;X;13;M70;M72.-;M72;M72;Fibroblastic disorders;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M72.0;M72.0;M720;Palmar fascial fibromatosis [Dupuytren];207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M72.1;M72.1;M721;Knuckle pads;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M72.2;M72.2;M722;Plantar fascial fibromatosis;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M72.4;M72.4;M724;Pseudosarcomatous fibromatosis;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M72.6;M72.6;M726;Necrotizing fasciitis;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M72.8;M72.8;M728;Other fibroblastic disorders;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M72.9;M72.9;M729;Fibroblastic disorder, unspecified;207;4-044;3-059;2-072;1-083
3;N;X;13;M70;M73.-*;M73;M73;Soft tissue disorders in diseases classified elsewhere;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M73.0*;M73.0;M730;Gonococcal bursitis;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M73.1*;M73.1;M731;Syphilitic bursitis;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M73.8*;M73.8;M738;Other soft tissue disorders in diseases classified elsewhere;207;4-044;3-059;2-072;1-083
3;N;X;13;M70;M75.-;M75;M75;Shoulder lesions;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M75.0;M75.0;M750;Adhesive capsulitis of shoulder;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M75.1;M75.1;M751;Rotator cuff syndrome;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M75.2;M75.2;M752;Bicipital tendinitis;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M75.3;M75.3;M753;Calcific tendinitis of shoulder;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M75.4;M75.4;M754;Impingement syndrome of shoulder;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M75.5;M75.5;M755;Bursitis of shoulder;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M75.8;M75.8;M758;Other shoulder lesions;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M75.9;M75.9;M759;Shoulder lesion, unspecified;207;4-044;3-059;2-072;1-083
3;N;X;13;M70;M76.-;M76;M76;Enthesopathies of lower limb, excluding foot;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M76.0;M76.0;M760;Gluteal tendinitis;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M76.1;M76.1;M761;Psoas tendinitis;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M76.2;M76.2;M762;Iliac crest spur;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M76.3;M76.3;M763;Iliotibial band syndrome;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M76.4;M76.4;M764;Tibial collateral bursitis [Pellegrini-Stieda];207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M76.5;M76.5;M765;Patellar tendinitis;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M76.6;M76.6;M766;Achilles tendinitis;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M76.7;M76.7;M767;Peroneal tendinitis;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M76.8;M76.8;M768;Other enthesopathies of lower limb, excluding foot;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M76.9;M76.9;M769;Enthesopathy of lower limb, unspecified;207;4-044;3-059;2-072;1-083
3;N;X;13;M70;M77.-;M77;M77;Other enthesopathies;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M77.0;M77.0;M770;Medial epicondylitis;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M77.1;M77.1;M771;Lateral epicondylitis;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M77.2;M77.2;M772;Periarthritis of wrist;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M77.3;M77.3;M773;Calcaneal spur;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M77.4;M77.4;M774;Metatarsalgia;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M77.5;M77.5;M775;Other enthesopathy of foot;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M77.8;M77.8;M778;Other enthesopathies, not elsewhere classified;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M77.9;M77.9;M779;Enthesopathy, unspecified;207;4-044;3-059;2-072;1-083
3;N;X;13;M70;M79.-;M79;M79;Other soft tissue disorders, not elsewhere classified;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M79.0;M79.0;M790;Rheumatism, unspecified;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M79.1;M79.1;M791;Myalgia;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M79.2;M79.2;M792;Neuralgia and neuritis, unspecified;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M79.3;M79.3;M793;Panniculitis, unspecified;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M79.4;M79.4;M794;Hypertrophy of (infrapatellar) fat pad;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M79.5;M79.5;M795;Residual foreign body in soft tissue;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M79.6;M79.6;M796;Pain in limb;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M79.7;M79.7;M797;Fibromyalgia;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M79.8;M79.8;M798;Other specified soft tissue disorders;207;4-044;3-059;2-072;1-083
4;T;X;13;M70;M79.9;M79.9;M799;Soft tissue disorder, unspecified;207;4-044;3-059;2-072;1-083
3;N;X;13;M80;M80.-;M80;M80;Osteoporosis with pathological fracture;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M80.0;M80.0;M800;Postmenopausal osteoporosis with pathological fracture;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M80.1;M80.1;M801;Postoophorectomy osteoporosis with pathological fracture;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M80.2;M80.2;M802;Osteoporosis of disuse with pathological fracture;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M80.3;M80.3;M803;Postsurgical malabsorption osteoporosis with pathological fracture;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M80.4;M80.4;M804;Drug-induced osteoporosis with pathological fracture;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M80.5;M80.5;M805;Idiopathic osteoporosis with pathological fracture;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M80.8;M80.8;M808;Other osteoporosis with pathological fracture;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M80.9;M80.9;M809;Unspecified osteoporosis with pathological fracture;208;4-044;3-059;2-072;1-083
3;N;X;13;M80;M81.-;M81;M81;Osteoporosis without pathological fracture;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M81.0;M81.0;M810;Postmenopausal osteoporosis;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M81.1;M81.1;M811;Postoophorectomy osteoporosis;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M81.2;M81.2;M812;Osteoporosis of disuse;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M81.3;M81.3;M813;Postsurgical malabsorption osteoporosis;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M81.4;M81.4;M814;Drug-induced osteoporosis;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M81.5;M81.5;M815;Idiopathic osteoporosis;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M81.6;M81.6;M816;Localized osteoporosis [Lequesne];208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M81.8;M81.8;M818;Other osteoporosis;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M81.9;M81.9;M819;Osteoporosis, unspecified;208;4-044;3-059;2-072;1-083
3;N;X;13;M80;M82.-*;M82;M82;Osteoporosis in diseases classified elsewhere;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M82.0*;M82.0;M820;Osteoporosis in multiple myelomatosis;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M82.1*;M82.1;M821;Osteoporosis in endocrine disorders;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M82.8*;M82.8;M828;Osteoporosis in other diseases classified elsewhere;208;4-044;3-059;2-072;1-083
3;N;X;13;M80;M83.-;M83;M83;Adult osteomalacia;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M83.0;M83.0;M830;Puerperal osteomalacia;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M83.1;M83.1;M831;Senile osteomalacia;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M83.2;M83.2;M832;Adult osteomalacia due to malabsorption;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M83.3;M83.3;M833;Adult osteomalacia due to malnutrition;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M83.4;M83.4;M834;Aluminium bone disease;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M83.5;M83.5;M835;Other drug-induced osteomalacia in adults;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M83.8;M83.8;M838;Other adult osteomalacia;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M83.9;M83.9;M839;Adult osteomalacia, unspecified;208;4-044;3-059;2-072;1-083
3;N;X;13;M80;M84.-;M84;M84;Disorders of continuity of bone;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M84.0;M84.0;M840;Malunion of fracture;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M84.1;M84.1;M841;Nonunion of fracture [pseudarthrosis];208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M84.2;M84.2;M842;Delayed union of fracture;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M84.3;M84.3;M843;Stress fracture, not elsewhere classified;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M84.4;M84.4;M844;Pathological fracture, not elsewhere classified;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M84.8;M84.8;M848;Other disorders of continuity of bone;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M84.9;M84.9;M849;Disorder of continuity of bone, unspecified;208;4-044;3-059;2-072;1-083
3;N;X;13;M80;M85.-;M85;M85;Other disorders of bone density and structure;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M85.0;M85.0;M850;Fibrous dysplasia (monostotic);208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M85.1;M85.1;M851;Skeletal fluorosis;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M85.2;M85.2;M852;Hyperostosis of skull;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M85.3;M85.3;M853;Osteitis condensans;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M85.4;M85.4;M854;Solitary bone cyst;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M85.5;M85.5;M855;Aneurysmal bone cyst;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M85.6;M85.6;M856;Other cyst of bone;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M85.8;M85.8;M858;Other specified disorders of bone density and structure;208;4-044;3-059;2-072;1-083
4;T;X;13;M80;M85.9;M85.9;M859;Disorder of bone density and structure, unspecified;208;4-044;3-059;2-072;1-083
3;N;X;13;M86;M86.-;M86;M86;Osteomyelitis;209;4-044;3-059;2-072;1-083
4;T;X;13;M86;M86.0;M86.0;M860;Acute haematogenous osteomyelitis;209;4-044;3-059;2-072;1-083
4;T;X;13;M86;M86.1;M86.1;M861;Other acute osteomyelitis;209;4-044;3-059;2-072;1-083
4;T;X;13;M86;M86.2;M86.2;M862;Subacute osteomyelitis;209;4-044;3-059;2-072;1-083
4;T;X;13;M86;M86.3;M86.3;M863;Chronic multifocal osteomyelitis;209;4-044;3-059;2-072;1-083
4;T;X;13;M86;M86.4;M86.4;M864;Chronic osteomyelitis with draining sinus;209;4-044;3-059;2-072;1-083
4;T;X;13;M86;M86.5;M86.5;M865;Other chronic haematogenous osteomyelitis;209;4-044;3-059;2-072;1-083
4;T;X;13;M86;M86.6;M86.6;M866;Other chronic osteomyelitis;209;4-044;3-059;2-072;1-083
4;T;X;13;M86;M86.8;M86.8;M868;Other osteomyelitis;209;4-044;3-059;2-072;1-083
4;T;X;13;M86;M86.9;M86.9;M869;Osteomyelitis, unspecified;209;4-044;3-059;2-072;1-083
3;N;X;13;M86;M87.-;M87;M87;Osteonecrosis;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M87.0;M87.0;M870;Idiopathic aseptic necrosis of bone;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M87.1;M87.1;M871;Osteonecrosis due to drugs;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M87.2;M87.2;M872;Osteonecrosis due to previous trauma;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M87.3;M87.3;M873;Other secondary osteonecrosis;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M87.8;M87.8;M878;Other osteonecrosis;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M87.9;M87.9;M879;Osteonecrosis, unspecified;210;4-044;3-059;2-072;1-083
3;N;X;13;M86;M88.-;M88;M88;Paget's disease of bone [osteitis deformans];210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M88.0;M88.0;M880;Paget's disease of skull;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M88.8;M88.8;M888;Paget's disease of other bones;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M88.9;M88.9;M889;Paget's disease of bone, unspecified;210;4-044;3-059;2-072;1-083
3;N;X;13;M86;M89.-;M89;M89;Other disorders of bone;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M89.0;M89.0;M890;Algoneurodystrophy;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M89.1;M89.1;M891;Epiphyseal arrest;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M89.2;M89.2;M892;Other disorders of bone development and growth;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M89.3;M89.3;M893;Hypertrophy of bone;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M89.4;M89.4;M894;Other hypertrophic osteoarthropathy;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M89.5;M89.5;M895;Osteolysis;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M89.6;M89.6;M896;Osteopathy after poliomyelitis;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M89.8;M89.8;M898;Other specified disorders of bone;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M89.9;M89.9;M899;Disorder of bone, unspecified;210;4-044;3-059;2-072;1-083
3;N;X;13;M86;M90.-*;M90;M90;Osteopathies in diseases classified elsewhere;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M90.0*;M90.0;M900;Tuberculosis of bone;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M90.1*;M90.1;M901;Periostitis in other infectious diseases classified elsewhere;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M90.2*;M90.2;M902;Osteopathy in other infectious diseases classified elsewhere;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M90.3*;M90.3;M903;Osteonecrosis in caisson disease;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M90.4*;M90.4;M904;Osteonecrosis due to haemoglobinopathy;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M90.5*;M90.5;M905;Osteonecrosis in other diseases classified elsewhere;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M90.6*;M90.6;M906;Osteitis deformans in neoplastic disease;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M90.7*;M90.7;M907;Fracture of bone in neoplastic disease;210;4-044;3-059;2-072;1-083
4;T;X;13;M86;M90.8*;M90.8;M908;Osteopathy in other diseases classified elsewhere;210;4-044;3-059;2-072;1-083
3;N;X;13;M91;M91.-;M91;M91;Juvenile osteochondrosis of hip and pelvis;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M91.0;M91.0;M910;Juvenile osteochondrosis of pelvis;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M91.1;M91.1;M911;Juvenile osteochondrosis of head of femur [Legg-Calvé-Perthes];210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M91.2;M91.2;M912;Coxa plana;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M91.3;M91.3;M913;Pseudocoxalgia;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M91.8;M91.8;M918;Other juvenile osteochondrosis of hip and pelvis;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M91.9;M91.9;M919;Juvenile osteochondrosis of hip and pelvis, unspecified;210;4-044;3-059;2-072;1-083
3;N;X;13;M91;M92.-;M92;M92;Other juvenile osteochondrosis;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M92.0;M92.0;M920;Juvenile osteochondrosis of humerus;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M92.1;M92.1;M921;Juvenile osteochondrosis of radius and ulna;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M92.2;M92.2;M922;Juvenile osteochondrosis of hand;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M92.3;M92.3;M923;Other juvenile osteochondrosis of upper limb;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M92.4;M92.4;M924;Juvenile osteochondrosis of patella;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M92.5;M92.5;M925;Juvenile osteochondrosis of tibia and fibula;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M92.6;M92.6;M926;Juvenile osteochondrosis of tarsus;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M92.7;M92.7;M927;Juvenile osteochondrosis of metatarsus;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M92.8;M92.8;M928;Other specified juvenile osteochondrosis;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M92.9;M92.9;M929;Juvenile osteochondrosis, unspecified;210;4-044;3-059;2-072;1-083
3;N;X;13;M91;M93.-;M93;M93;Other osteochondropathies;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M93.0;M93.0;M930;Slipped upper femoral epiphysis (nontraumatic);210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M93.1;M93.1;M931;Kienböck's disease of adults;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M93.2;M93.2;M932;Osteochondritis dissecans;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M93.8;M93.8;M938;Other specified osteochondropathies;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M93.9;M93.9;M939;Osteochondropathy, unspecified;210;4-044;3-059;2-072;1-083
3;N;X;13;M91;M94.-;M94;M94;Other disorders of cartilage;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M94.0;M94.0;M940;Chondrocostal junction syndrome [Tietze];210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M94.1;M94.1;M941;Relapsing polychondritis;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M94.2;M94.2;M942;Chondromalacia;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M94.3;M94.3;M943;Chondrolysis;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M94.8;M94.8;M948;Other specified disorders of cartilage;210;4-044;3-059;2-072;1-083
4;T;X;13;M91;M94.9;M94.9;M949;Disorder of cartilage, unspecified;210;4-044;3-059;2-072;1-083
3;N;X;13;M95;M95.-;M95;M95;Other acquired deformities of musculoskeletal system and connective tissue;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M95.0;M95.0;M950;Acquired deformity of nose;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M95.1;M95.1;M951;Cauliflower ear;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M95.2;M95.2;M952;Other acquired deformity of head;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M95.3;M95.3;M953;Acquired deformity of neck;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M95.4;M95.4;M954;Acquired deformity of chest and rib;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M95.5;M95.5;M955;Acquired deformity of pelvis;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M95.8;M95.8;M958;Other specified acquired deformities of musculoskeletal system;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M95.9;M95.9;M959;Acquired deformity of musculoskeletal system, unspecified;210;4-044;3-059;2-072;1-083
3;N;X;13;M95;M96.-;M96;M96;Postprocedural musculoskeletal disorders, not elsewhere classified;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M96.0;M96.0;M960;Pseudarthrosis after fusion or arthrodesis;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M96.1;M96.1;M961;Postlaminectomy syndrome, not elsewhere classified;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M96.2;M96.2;M962;Postradiation kyphosis;210;4-044;3-059;2-072;1-083
